category,element,variable,statistic,unit,year,value
C7,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2100,3.4777113340000003
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2015,1.111952464427747
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2016,1.12872226845
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2017,1.1427050571
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2018,1.1582847298
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2019,1.1747488076
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2020,1.1938409724
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2021,1.22031106365
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2022,1.2510040168999998
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2023,1.28414006325
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2024,1.3120812353
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2025,1.33754726255
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2026,1.3593969733
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2027,1.38069487215
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2028,1.3966180574951743
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2029,1.4110879447618867
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2030,1.4272935405933431
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.4397589446076409
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.4558031091288706
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.4740822648725886
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.495494484767074
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.5183780543504857
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.5427364307623324
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.5666462010956377
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.5893131205844466
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.6090552850312991
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.626904408850043
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.645727242256405
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.6642596413494064
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.6820904118028626
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.703486630495887
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2045,1.727316230509159
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2046,1.7535208959302502
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2047,1.7832815400235862
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2048,1.8113720339469843
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2049,1.8357375961980311
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2050,1.8546407578028836
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2051,1.875791942443423
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2052,1.8968915366211017
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2053,1.9165107931681231
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2054,1.9353147373690835
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2055,1.95545764807788
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2056,1.9779790038825635
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2057,2.00026845453777
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2058,2.0214037379994347
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2059,2.0445588798286565
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2060,2.066816587319229
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2061,2.0859071411599435
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2062,2.1018527152606508
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2063,2.1179394458318934
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2064,2.1338850068544475
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2065,2.150852356616836
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2066,2.1708679386962477
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2067,2.192089397433554
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2068,2.2179158574318243
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2069,2.244867065652672
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2070,2.2706599785258264
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2071,2.294798736181093
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2072,2.316791554285474
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2073,2.336425203867349
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2074,2.3552354791521
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2075,2.3734534418924125
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2076,2.391260727725826
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2077,2.40793637461615
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2078,2.426783278609676
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2079,2.4479589215152857
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2080,2.4708185793367994
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2081,2.497679695863551
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2082,2.518121632840743
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2083,2.5413981565634187
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2084,2.563409272731767
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2085,2.5799098536372718
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2086,2.592575192249013
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2087,2.604573538995669
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2088,2.6194058083578464
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2089,2.635814983618403
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2090,2.6556508075077
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2091,2.678043845480992
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2092,2.706020233853498
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2093,2.732615142244533
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2094,2.7565367885761907
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2095,2.778165587449254
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2096,2.791240855849729
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2097,2.8048840945333797
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2098,2.8188930655170865
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2099,2.8312518533699733
C7,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2100,2.8463471730514938
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2015,1.11558766065
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2016,1.1405541666261965
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2017,1.1698804273327543
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2018,1.1982403220364704
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2019,1.224742821599614
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2020,1.2506416454118707
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2021,1.2778829108701244
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2022,1.3074813982374287
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2023,1.3382883054722403
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2024,1.3696311506110377
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2025,1.3981190213021475
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2026,1.4222051713535673
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2027,1.44594694555
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2028,1.472081232
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2029,1.4985823889499998
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2030,1.5265563218
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.55573358605
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.58640656325
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.61937152365
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.6539856094
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.6900610092
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.7280589125
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.76323398505
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.79644659725
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.82845500155
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.85686872745
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.88484206605
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.9132641705
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.94569080755
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.97958200565
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2045,2.0134154821
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2046,2.0552666256
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2047,2.09427849475
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2048,2.13381034855
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2049,2.1695534933
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2050,2.2004856514
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2051,2.2316727822
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2052,2.26127255285
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2053,2.2936476562
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2054,2.32642558195
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2055,2.3628131594
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2056,2.40253607185
C7,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2057,2.4395583539
